# Reference solar spectrum, disc centre.
# Delbouille, Neven & Roland (1972), Jungfraujoch; served by BASS2000
# (bass2000.obspm.fr).  Intensity is linear, continuum = 10000.
wavelength_nm,intensity,label
754.6000,9717,
754.7000,9719,
754.8000,9559,
754.9000,9873,
755.0000,9868,
755.1000,9728,
755.2000,9858,
755.3000,9874,
755.4000,9643,
755.5000,9839,
755.6000,9835,
755.7000,9869,
755.8000,9786,
755.9000,9863,
756.0000,9835,
756.1000,9764,
756.2000,9874,
756.3000,8695,
756.4000,9874,
756.5000,9833,
756.6000,9862,
756.7000,9613,
756.8000,9874,
756.9000,8441,
757.0000,9785,
757.1000,9875,
757.2000,9863,
757.3000,9827,
757.4000,6742,
757.5000,9858,
757.6000,9871,
757.7000,9870,
757.8000,9861,
757.9000,9806,
758.0000,9855,
758.1000,9879,
758.2000,9695,
758.3000,9838,
758.4000,9734,
758.5000,9836,
758.6000,4118,
758.7000,9832,
758.8000,9826,
758.9000,9831,
759.0000,9841,
759.1000,9851,
759.2000,9834,
759.3000,9853,
759.3700,1223,O2 A
759.4700,8838,
759.5700,5070,
759.6700,7786,
759.7700,6480,
759.8700,41,
759.9700,7203,
760.0700,3086,
760.1700,0,
760.2700,5536,
760.3700,1269,
760.4700,3364,
760.5700,2,
760.6700,0,
760.7700,2659,
760.8700,7112,
760.9700,5256,
761.0700,4020,
761.1700,5793,
761.2700,6983,
761.3700,6062,
761.4700,7131,
761.5700,8263,
761.6700,9223,
761.7700,9778,
761.8700,9684,
761.9700,8262,
762.0700,6450,
762.1700,8697,
762.2700,8311,
762.3700,6144,
762.4700,1484,
762.5700,8788,
762.6700,6288,
762.7700,6322,
762.8700,6371,
762.9700,8615,
763.0700,4294,
763.1700,5171,
763.2700,6679,
763.3700,8778,
763.4700,7330,
763.5700,6288,
763.6700,5594,
763.7700,9064,
763.8700,8854,
763.9700,179,
764.0700,0,
764.1700,9014,
764.2700,8859,
764.3700,8279,
764.4700,7478,
764.5700,7200,
764.6700,9614,
764.7700,9653,
764.8700,6651,
764.9700,7173,
765.0700,8725,
765.1700,9847,
765.2700,9833,
765.3700,6800,
765.4700,8189,
765.5700,8984,
765.6700,9833,
765.7700,7529,
765.8700,9492,
765.9700,8594,
766.0700,8121,
766.1700,9828,
766.2700,9868,
766.3700,9687,
766.4700,7530,
766.5700,8759,
766.6700,9772,
766.7700,9818,
766.8700,9862,
766.9700,8108,
767.0700,7480,
767.1700,1636,
767.2700,9786,
767.3700,9810,
767.4700,9871,
767.5700,9845,
767.6700,8998,
767.7700,7382,
767.8700,9852,
767.9700,9772,
768.0700,9799,
768.1700,9862,
768.2700,8378,
768.3700,9330,
768.4700,9894,
768.5700,9894,
768.6700,9858,
768.7700,9812,
768.8700,9791,
768.9700,9714,
769.0700,9823,
769.1700,8143,
769.2700,9723,
769.3700,9819,
769.4700,9836,
769.5700,9349,
769.6700,9478,
769.7700,9864,
769.8700,9690,
769.9700,9776,
770.0700,9857,
770.1700,9871,
770.2700,9713,
770.3700,9765,
770.4700,9815,
770.5700,9734,
770.6700,9865,
770.7700,9850,
770.8700,9839,
770.9700,9672,
771.0700,9783,
771.1700,6898,
771.2700,9405,
771.3700,9733,
771.4700,9616,
771.5700,9397,
771.6700,9860,
771.7700,9827,
771.8700,9869,
771.9700,9826,
772.0700,9351,
772.1700,9825,
772.2700,9460,
772.3700,9805,
772.4700,9833,
772.5700,9841,
772.6700,9836,
772.7700,7733,
772.8700,9867,
772.9700,9875,
773.0700,9873,
773.1700,9799,
773.2700,9733,
773.3700,9272,
773.4700,9864,
773.5700,9838,
773.6700,9849,
773.7700,9694,
773.8700,9885,
773.9700,9887,
774.0700,9876,
774.1700,9794,
774.2700,5436,
774.3700,9792,
774.4700,9865,
774.5700,9795,
774.6700,9596,
774.7700,9866,
774.8700,9568,
774.9700,9852,
775.0700,9838,
775.1700,9871,
775.2700,9876,
775.3700,9854,
775.4700,9858,
775.5700,9813,
775.6700,9864,
775.7700,9869,
775.8700,9846,
775.9700,9747,
776.0700,9186,
776.1700,9869,
776.2700,9893,
776.3700,9885,
776.4700,9641,
776.5700,9864,
776.6700,9846,
776.7700,9883,
776.8700,9873,
776.9700,9865,
777.0700,9861,
777.1700,9623,
777.2700,9832,
777.3700,9869,
777.4700,9871,
777.5700,9827,
777.6700,9809,
777.7700,9883,
777.8700,9885,
777.9700,9850,
778.0700,8339,
778.1700,9791,
778.2700,9862,
778.3700,9844,
778.4700,9884,
778.5700,9872,
778.6700,9884,
778.7700,9869,
778.8700,9745,
778.9700,9854,
779.0700,9829,
779.1700,9869,
779.2700,9867,
779.3700,9859,
779.4700,9852,
779.5700,9874,
779.6700,9878,
779.7700,8897,
779.8700,9779,
779.9700,9711,
780.0700,9796,
780.1700,9872,
780.2700,9828,
780.3700,9886,
780.4700,9826,
780.5700,9877,
780.6700,9834,
780.7700,9772,
780.8700,9884,
780.9700,9865,
781.0700,9542,
781.1700,9737,
781.2700,9870,
781.3700,9776,
781.4700,9878,
781.5700,9856,
781.6700,9867,
781.7700,9862,
781.8700,9827,
781.9700,9891,
782.0700,9809,
782.1700,9732,
782.2700,9873,
782.3700,9879,
782.4700,9868,
782.5700,9872,
782.6700,9410,
782.7700,9867,
782.8700,9889,
782.9700,9862,
783.0700,9821,
783.1700,9725,
783.2700,9540,
783.3700,9880,
783.4700,9790,
783.5700,9695,
783.6700,9736,
783.7700,9870,
783.8700,9881,
783.9700,9821,
784.0700,9852,
784.1700,9875,
784.2700,9834,
784.3700,9856,
784.4700,9826,
784.5700,9858,
784.6700,9873,
784.7700,9868,
784.8700,9705,
784.9700,9682,
785.0700,9762,
785.1700,9819,
785.2700,9684,
785.3700,9869,
785.4700,9868,
785.5700,9838,
785.6700,9879,
785.7700,9878,
785.8700,9870,
785.9700,9876,
786.0700,9780,
786.1700,9842,
786.2700,9851,
786.3700,9567,
786.4700,9875,
786.5700,9839,
786.6700,9843,
786.7700,9873,
786.8700,9860,
786.9700,9347,
787.0700,9859,
787.1700,9817,
787.2700,9663,
787.3700,9876,
787.4700,9872,
787.5700,9826,
787.6700,9782,
787.7700,9682,
787.8700,9815,
787.9700,9543,
788.0700,9652,
788.1700,9268,
788.2700,9844,
788.3700,9854,
788.4700,9894,
788.5700,9853,
788.6700,9763,
788.7700,9799,
788.8700,9859,
788.9700,9876,
789.0700,9799,
789.1700,9885,
789.2700,9845,
789.3700,9655,
789.4700,9826,
789.5700,9838,
789.6700,9664,
789.7700,9829,
789.8700,9875,
789.9700,9851,
790.0700,9636,
790.1700,9584,
790.2700,9885,
790.3700,9870,
790.4700,9850,
790.5700,9836,
790.6700,9713,
790.7700,9846,
790.8700,8600,
790.9700,9711,
791.0700,9663,
791.1700,9872,
791.2700,9784,
791.3700,9735,
791.4700,9870,
791.5700,9718,
791.6700,9832,
791.7700,9519,
791.8700,9666,
791.9700,9857,
792.0700,9468,
792.1700,9874,
792.2700,9652,
792.3700,9815,
792.4700,9847,
792.5700,9665,
792.6700,9813,
792.7700,9877,
792.8700,9720,
792.9700,9726,
793.0700,8999,
793.1700,9481,
793.2700,9619,
793.3700,9841,
793.4700,9859,
793.5700,9880,
793.6700,9645,
793.7700,9502,
793.8700,9675,
793.9700,9877,
794.0700,9803,
794.1700,9795,
794.2700,9752,
794.3700,9389,
794.4700,9748,
794.5700,7920,
794.6700,9478,
794.7700,9439,
794.8700,9795,
794.9700,9878,
795.0700,9828,
795.1700,9494,
795.2700,9874,
795.3700,9663,
795.4700,9823,
795.5700,8090,
795.6700,9440,
795.7700,9851,
795.8700,9839,
795.9700,9721,
796.0700,8797,
796.1700,9784,
796.2700,9741,
796.3700,9864,
796.4700,9863,
796.5700,9813,
796.6700,9873,
796.7700,9870,
796.8700,9833,
796.9700,9869,
797.0700,9867,
797.1700,9798,
797.2700,9882,
797.3700,9837,
797.4700,9384,
797.5700,9775,
797.6700,9857,
797.7700,9882,
797.8700,9812,
797.9700,9808,
798.0700,9799,
798.1700,9858,
798.2700,9865,
798.3700,9848,
798.4700,9720,
798.5700,9883,
798.6700,9843,
798.7700,9819,
798.8700,9881,
798.9700,9897,
799.0700,9589,
799.1700,9853,
799.2700,9881,
799.3700,9854,
799.4700,9542,
799.5700,9593,
799.6700,9830,
799.7700,9836,
799.8700,9174,
799.9700,9759,
800.0000,9825,
800.1000,9856,
800.2000,9889,
800.3000,9857,
800.4000,9756,
800.5000,9769,
800.6000,9876,
800.7000,9829,
800.8000,9826,
800.9000,9860,
801.0000,9747,
801.1000,9852,
801.2000,9630,
801.3000,9534,
801.4000,9622,
801.5000,9778,
801.6000,9866,
801.7000,9441,
801.8000,9574,
801.9000,9874,
802.0000,9854,
802.1000,9736,
802.2000,9669,
802.3000,9725,
802.4000,9734,
802.5000,9821,
802.6000,9824,
802.7000,8559,
802.8000,8952,
802.9000,9705,
803.0000,9884,
803.1000,9861,
803.2000,9861,
803.3000,9884,
803.4000,9885,
803.5000,8984,
803.6000,9848,
803.7000,9845,
803.8000,9884,
803.9000,9854,
804.0000,9714,
804.1000,9867,
804.2000,9838,
804.3000,9880,
804.4000,9812,
804.5000,9831,
804.6000,5343,
804.7000,9818,
804.8000,9825,
804.9000,9795,
805.0000,9200,
805.1000,9810,
805.2000,9878,
805.3000,9774,
805.4000,9710,
805.5000,9782,
805.6000,9486,
805.7000,9700,
805.8000,9847,
805.9000,9853,
806.0000,9858,
806.1000,9855,
806.2000,9866,
806.3000,9828,
806.4000,9846,
806.5000,9881,
806.6000,9614,
806.7000,9830,
806.8000,9872,
806.9000,9880,
807.0000,9588,
807.1000,9774,
807.2000,9835,
807.3000,9198,
807.4000,9874,
807.5000,9821,
807.6000,9867,
807.7000,9816,
807.8000,9741,
807.9000,9804,
808.0000,9759,
808.1000,9730,
808.2000,9897,
808.3000,9842,
808.4000,9831,
808.5000,8708,
808.6000,9848,
808.7000,9865,
808.8000,9870,
808.9000,9879,
809.0000,9858,
809.1000,9815,
809.2000,9725,
809.3000,9063,
809.4000,9040,
809.5000,9747,
809.6000,9503,
809.7000,9582,
809.8000,9576,
809.9000,9117,
810.0000,9792,
810.1000,9779,
810.2000,9865,
810.3000,9875,
810.4000,9672,
810.5000,9777,
810.6000,9855,
810.7000,9859,
810.8000,9841,
810.9000,9764,
811.0000,9703,
811.1000,9867,
811.2000,9811,
811.3000,9889,
811.4000,9711,
811.5000,9743,
811.6000,9821,
811.7000,9609,
811.8000,9748,
811.9000,9809,
812.0000,9635,
812.1000,9800,
812.2000,9853,
812.3000,9786,
812.4000,9796,
812.5000,9566,
812.6000,9829,
812.7000,9566,
812.8000,9651,
812.9000,9796,
813.0000,9593,
813.1000,9546,
813.2000,9839,
813.3000,9739,
813.4000,9833,
813.5000,9535,
813.6000,9826,
813.7000,9659,
813.8000,9444,
813.9000,9765,
814.0000,9807,
814.1000,9863,
814.2000,9328,
814.3000,9851,
814.4000,9837,
814.5000,9883,
814.6000,9851,
814.7000,9856,
814.8000,9786,
814.9000,9857,
815.0000,9321,
815.1000,9880,
815.2000,9770,
815.3000,9766,
815.4000,9849,
815.5000,9714,
815.6000,9879,
815.7000,9879,
815.8000,8295,
815.9000,9779,
816.0000,9860,
816.1000,9764,
816.2000,9382,
816.3000,9280,
816.4000,9841,
816.5000,9813,
816.6000,9716,
816.7000,9870,
816.8000,9830,
816.9000,9837,
817.0000,7583,
817.1000,9820,
817.2000,9737,
817.3000,9786,
817.4000,9747,
817.5000,9826,
817.6000,9880,
817.7000,6782,
817.8000,9458,
817.9000,7532,
818.0000,9849,
818.1000,9748,
818.2000,9715,
818.3000,8908,
818.4000,9772,
818.5000,9856,
818.6000,9673,
818.7000,9758,
818.8000,9493,
818.9000,9503,
819.0000,9843,
819.1000,9829,
819.2000,9833,
819.3000,9224,
819.4000,9699,
819.5000,6915,
819.6000,9761,
819.7000,9590,
819.8000,9733,
819.9000,7405,
820.0000,9446,
820.1000,9659,
820.2000,9757,
820.3000,9720,
820.4000,9804,
820.5000,9442,
820.6000,9893,
820.7000,9707,
820.8000,9742,
820.9000,9882,
821.0000,9800,
821.1000,9802,
821.2000,9757,
821.3000,5327,
821.4000,9475,
821.5000,9466,
821.6000,9776,
821.7000,9862,
821.8000,9490,
821.9000,9835,
822.0000,9307,
822.1000,9605,
822.2000,9842,
822.3000,9812,
822.4000,8847,
822.5000,9838,
822.6000,9842,
822.6960,6152,O2 Z
822.7960,8354,
822.8960,9728,
822.9960,9802,
823.0960,9769,
823.1960,9704,
823.2960,9870,
823.3960,8865,
823.4960,9867,
823.5960,9576,
823.6960,9867,
823.7960,9857,
823.8960,9848,
823.9960,9455,
824.0960,9874,
824.1960,9859,
824.2960,9838,
824.3960,9562,
824.4960,9870,
824.5960,9885,
824.6960,9868,
824.7960,9658,
824.8960,9226,
824.9960,9873,
825.0960,9653,
825.1960,9623,
825.2960,9842,
825.3960,9808,
825.4960,9805,
825.5960,9767,
825.6960,9787,
825.7960,9856,
825.8960,9871,
825.9960,9486,
826.0960,9863,
826.1960,9736,
826.2960,9851,
826.3960,9581,
826.4960,9794,
826.5960,9890,
826.6960,9861,
826.7960,9736,
826.8960,9854,
826.9960,9873,
827.0960,9823,
827.1960,9094,
827.2960,9843,
827.3960,9706,
827.4960,9865,
827.5960,8773,
827.6960,9844,
827.7960,9889,
827.8960,9795,
827.9960,9746,
828.0960,9854,
828.1960,6811,
828.2960,9842,
828.3960,9852,
828.4960,9785,
828.5960,9841,
828.6960,9865,
828.7960,3968,
828.8960,9505,
828.9960,9719,
829.0960,9830,
829.1960,9803,
829.2960,9768,
829.3960,9623,
829.4960,9840,
829.5960,9781,
829.6960,9892,
829.7960,9829,
829.8960,9699,
829.9960,9325,
830.0960,9859,
830.1960,9861,
830.2960,9838,
830.3960,9736,
830.4960,8998,
830.5960,9588,
830.6960,9764,
830.7960,9865,
830.8960,9843,
830.9960,9503,
831.0960,9674,
831.1960,8563,
831.2960,9854,
831.3960,9761,
831.4960,9845,
831.5960,9605,
831.6960,9877,
831.7960,9597,
831.8960,9884,
831.9960,9837,
832.0960,9575,
832.1960,9731,
832.2960,9546,
832.3960,9803,
832.4960,9664,
832.5960,9765,
832.6960,5963,
832.7960,9824,
832.8960,9056,
832.9960,9840,
833.0960,9866,
833.1960,4753,
833.2960,9810,
833.3960,9836,
833.4960,8858,
833.5960,9834,
833.6960,9881,
833.7960,9523,
833.8960,9297,
833.9960,9859,
834.0960,9897,
834.1960,9754,
834.2960,9389,
834.3960,9707,
834.4960,9789,
834.5960,8494,
834.6960,9646,
834.7960,9788,
834.8960,9559,
834.9960,9770,
835.0960,9848,
835.1960,9882,
835.2960,9857,
835.3960,9836,
835.4960,9864,
835.5960,9783,
835.6960,9604,
835.7960,9601,
835.8960,9864,
835.9960,9807,
836.0960,9555,
836.1960,9575,
836.2960,9877,
836.3960,9766,
836.4960,9722,
836.5960,9820,
836.6960,9819,
836.7960,9774,
836.8960,9830,
836.9960,9538,
837.0960,9856,
837.1960,9867,
837.2960,9737,
837.3960,9504,
837.4960,9875,
837.5960,9867,
837.6960,9842,
837.7960,9446,
837.8960,9865,
837.9960,9879,
838.0960,9895,
838.1960,9856,
838.2960,9847,
838.3960,9777,
838.4960,9782,
838.5960,9655,
838.6960,9707,
838.7960,8402,
838.8960,9795,
838.9960,9829,
839.0960,9864,
839.1960,9854,
839.2960,9851,
839.3960,9728,
839.4960,9823,
839.5960,9859,
839.6960,8978,
839.7960,9693,
839.8960,9861,
839.9960,9798,
840.0960,9856,
840.1960,9797,
840.2960,9816,
840.3960,9875,
840.4960,9877,
840.5960,9876,
840.6960,9880,
840.7960,9839,
840.8960,9851,
840.9960,9825,
841.0960,9882,
841.1960,9871,
841.2960,9869,
841.3960,9664,
841.4960,9859,
841.5960,9868,
841.6960,9464,
841.7960,9772,
841.8960,9849,
841.9960,9702,
842.0960,9864,
842.1960,9883,
842.2960,8664,
842.3960,9723,
842.4960,9867,
842.5960,9716,
842.6960,9388,
842.7960,9858,
842.8960,9876,
842.9960,9665,
843.0960,9818,
843.1960,9833,
843.2960,9864,
843.3960,9856,
843.4960,5284,
843.5960,9875,
843.6960,9866,
843.7960,9816,
843.8960,9352,
843.9960,9817,
844.0960,9748,
844.1960,9868,
844.2960,9800,
844.3960,8051,
844.4960,9848,
844.5960,9750,
844.6960,9630,
844.7960,9875,
844.8960,9852,
844.9960,9589,
845.0960,9558,
845.1960,9815,
845.2960,9874,
845.3960,9844,
845.4960,9876,
845.5960,9781,
845.6960,9690,
845.7960,9756,
845.8960,9636,
845.9960,9845,
846.0960,9839,
846.1960,9846,
846.2960,9836,
846.3960,9724,
846.4960,9806,
846.5960,9801,
846.6960,9864,
846.7960,9816,
846.8960,9717,
846.9960,9715,
847.0960,9674,
847.1960,9801,
847.2960,9858,
847.3960,9798,
847.4960,9866,
847.5960,9887,
847.6960,9826,
847.7960,9741,
847.8960,9876,
847.9960,9745,
848.0960,9836,
848.1960,8496,
848.2960,9703,
848.3960,9867,
848.4960,9815,
848.5960,9865,
848.6960,9799,
848.7960,9657,
848.8960,9865,
848.9960,9844,
849.0960,9873,
849.1960,9784,
849.2960,9852,
849.3960,9795,
849.4960,9709,
849.5960,9305,
849.6960,6324,
849.7960,3199,
849.8960,7916,
849.9960,9199,
850.0960,9660,
850.1960,9645,
850.2960,9769,
850.3960,9724,
850.4960,9842,
850.5960,9833,
850.6960,9896,
850.7960,9879,
850.8960,9884,
850.9960,9830,
851.0960,9733,
851.1960,9487,
851.2960,9731,
851.3960,8238,
851.4960,9584,
851.5960,9728,
851.6960,9858,
851.7960,9523,
851.8960,9813,
851.9960,9838,
852.0960,9831,
852.1960,9729,
852.2960,9666,
852.3960,9758,
852.4960,9295,
852.5960,9462,
852.6960,9220,
852.7960,9508,
852.8960,9693,
852.9960,9654,
853.0960,9717,
853.1960,9633,
853.2960,9684,
853.3960,9626,
853.4960,9538,
853.5960,9135,
853.6960,9207,
853.7960,8095,
853.8960,8299,
853.9960,7339,
854.0960,5969,
854.1960,2755,
854.2960,5532,
854.3960,7025,
854.4960,8093,
854.5960,8721,
854.6960,9109,
854.7960,9203,
854.8960,9441,
854.9960,9622,
855.0960,9584,
855.1960,9762,
855.2960,9792,
855.3960,9844,
855.4960,9763,
855.5960,9696,
855.6960,8493,
855.7960,9854,
855.8960,9729,
855.9960,9776,
856.0960,9846,
856.1960,9674,
856.2960,9862,
856.3960,9845,
856.4960,9821,
856.5960,9853,
856.6960,9763,
856.7960,9859,
856.8960,9819,
856.9960,9802,
857.0960,9805,
857.1960,9653,
857.2960,9817,
857.3960,9831,
857.4960,9796,
857.5960,9758,
857.6960,9860,
857.7960,9852,
857.8960,9819,
857.9960,9792,
858.0960,9885,
858.1960,9853,
858.2960,9713,
858.3960,9867,
858.4960,9862,
858.5960,9811,
858.6960,9811,
858.7960,9716,
858.8960,9800,
858.9960,9873,
859.0960,9836,
859.1960,9872,
859.2960,6957,
859.3960,9814,
859.4960,9871,
859.5960,7683,
859.6960,9312,
859.7960,9824,
859.8960,9291,
859.9960,9854,
860.0960,9809,
860.1960,9871,
860.2960,9805,
860.3960,9752,
860.4960,9710,
860.5960,9515,
860.6960,9658,
860.7960,9839,
860.8960,9850,
860.9960,9818,
861.0960,9869,
861.1960,9251,
861.2960,9887,
861.3960,7850,
861.4960,9861,
861.5960,9859,
861.6960,9739,
861.7960,9861,
861.8960,9784,
861.9960,9868,
862.0960,9865,
862.1960,9793,
862.2960,9686,
862.3960,9862,
862.4960,9866,
862.5960,9866,
862.6960,9874,
862.7960,9804,
862.8960,9821,
862.9960,9855,
863.0960,9869,
863.1960,9747,
863.2960,9821,
863.3960,9008,
863.4960,9871,
863.5960,9895,
863.6960,9278,
863.7960,9879,
863.8960,9879,
863.9960,9832,
864.0960,9867,
864.1960,9794,
864.2960,9747,
864.3960,9888,
864.4960,9879,
864.5960,9871,
864.6960,9871,
864.7960,9359,
864.8960,9551,
864.9960,9779,
865.0960,9751,
865.1960,9803,
865.2960,9838,
865.3960,9731,
865.4960,9712,
865.5960,9591,
865.6960,9477,
865.7960,9244,
865.8960,8779,
865.9960,8034,
866.0960,6558,
866.1960,3092,
866.2960,5840,
866.3960,7578,
866.4960,8460,
866.5960,9058,
866.6960,9323,
866.7960,9505,
866.8960,9488,
866.9960,9706,
867.0960,9660,
867.1960,9391,
867.2960,9800,
867.3960,9771,
867.4960,9539,
867.5960,9872,
867.6960,9855,
867.7960,9796,
867.8960,9352,
867.9960,9481,
868.0960,9783,
868.1960,9792,
868.2960,9132,
868.3960,9861,
868.4960,9883,
868.5960,9788,
868.6960,9736,
868.7960,9627,
868.8960,8937,
868.9960,9636,
869.0960,9847,
869.1960,9873,
869.2960,9881,
869.3960,9281,
869.4960,9841,
869.5960,9888,
869.6960,9886,
869.7960,9853,
869.8960,9749,
869.9960,9831,
870.0960,9488,
870.1960,9845,
870.2960,9754,
870.3960,9582,
870.4960,9811,
870.5960,9746,
870.6960,9769,
870.7960,9704,
870.8960,9871,
870.9960,9730,
871.0960,9798,
871.1960,9815,
871.2960,9392,
871.3960,9760,
871.4960,9840,
871.5960,9870,
871.6960,9835,
871.7960,8343,
871.8960,9780,
871.9960,9858,
872.0960,9838,
872.1960,9868,
872.2960,9844,
872.3960,9802,
872.4960,9808,
872.5960,9707,
872.6960,9782,
872.7960,6855,
872.8960,9680,
872.9960,9807,
873.0960,9737,
873.1960,9863,
873.2960,9826,
873.3960,9859,
873.4960,9728,
873.5960,6089,
873.6960,9621,
873.7960,9838,
873.8960,9830,
873.9960,9861,
874.0960,9477,
874.1960,9833,
874.2960,9818,
874.3960,9806,
874.4960,9851,
874.5960,9843,
874.6960,9765,
874.7960,9755,
874.8960,9741,
874.9960,9706,
875.0960,9534,
875.1960,6218,
875.2960,9705,
875.3960,9785,
875.4960,9821,
875.5960,9812,
875.6960,9684,
875.7960,9855,
875.8960,9875,
875.9960,9875,
876.0960,9856,
876.1960,9849,
876.2960,9810,
876.3960,4812,
876.4960,9708,
876.5960,9834,
876.6960,9794,
876.7960,9848,
876.8960,9865,
876.9960,9819,
877.0960,9829,
877.1960,9818,
877.2960,7868,
877.3960,6453,
877.4960,9828,
877.5960,9820,
877.6960,9858,
877.7960,9867,
877.8960,9771,
877.9960,9832,
878.0960,9609,
878.1960,9797,
878.2960,9854,
878.3960,9859,
878.4960,9846,
878.5960,9840,
878.6960,9813,
878.7960,9827,
878.8960,9853,
878.9960,9659,
879.0960,9748,
879.1960,9824,
879.2960,8892,
879.3960,9805,
879.4960,9811,
879.5960,9811,
879.6960,9766,
879.7960,9770,
879.8960,9873,
879.9960,9738,
880.0960,9868,
880.1960,9865,
880.2960,9836,
880.3960,9746,
880.4960,9730,
880.5960,9205,
880.6960,5853,
880.7960,9511,
880.8960,9797,
880.9960,9799,
881.0960,9877,
881.1960,9866,
881.2960,9761,
881.3960,9873,
881.4960,9867,
881.5960,9850,
881.6960,9546,
881.7960,9832,
881.8960,9833,
881.9960,9821,
882.0960,9849,
882.1960,9862,
882.2960,9762,
882.3960,9193,
882.4960,9750,
882.5960,9829,
882.6960,9867,
882.7960,9797,
882.8960,9754,
882.9960,9857,
883.0960,9839,
883.1960,9831,
883.2960,9323,
883.3960,9554,
883.4960,9878,
883.5960,9835,
883.6960,9635,
883.7960,9754,
883.8960,9814,
883.9960,9856,
884.0960,9872,
884.1960,9786,
884.2960,9863,
884.3960,9869,
884.4960,9813,
884.5960,9820,
884.6960,9730,
884.7960,9884,
884.8960,9888,
884.9960,9853,
885.0960,9845,
885.1960,9731,
885.2960,9806,
885.3960,9820,
885.4960,9795,
885.5960,9750,
885.6960,9671,
885.7960,9675,
885.8960,9631,
885.9960,9446,
886.0960,9525,
886.1960,9158,
886.2960,9376,
886.3960,9457,
886.4960,9482,
886.5960,9516,
886.6960,4295,
886.7960,9568,
886.8960,9666,
886.9960,9699,
887.0960,9728,
887.1960,9732,
887.2960,9758,
887.3960,9759,
887.4960,9751,
887.5960,8740,
887.6960,9626,
887.7960,9800,
887.8960,9368,
887.9960,9817,
888.0960,9812,
888.1960,9796,
888.2960,9766,
888.3960,9771,
888.4960,9745,
888.5960,9855,
888.6960,9824,
888.7960,9859,
888.8960,9863,
888.9960,9861,
889.0960,9841,
889.1960,9795,
889.2960,9526,
889.3960,9836,
889.4960,9861,
889.5960,9752,
889.6960,9860,
889.7960,9541,
889.8960,9677,
889.9960,9823,
890.0960,9846,
890.1960,9857,
890.2960,9384,
890.3960,9739,
890.4960,9819,
890.5960,8702,
890.6960,9847,
890.7960,9844,
890.8960,9784,
890.9960,9859,
891.0960,9819,
891.1960,8251,
891.2960,9705,
891.3960,9865,
891.4960,9859,
891.5960,9856,
891.6960,9666,
891.7960,9851,
891.8960,9834,
891.9960,7500,
892.0960,9863,
892.1960,9855,
892.2960,9827,
892.3960,9759,
892.4960,9800,
892.5960,9793,
892.6960,9631,
892.7960,9749,
892.8960,9324,
892.9960,9837,
893.0960,9647,
893.1960,9820,
893.2960,9781,
893.3960,9685,
893.4960,9873,
893.5960,9872,
893.6960,9878,
893.7960,9875,
893.8960,9889,
893.9960,9877,
894.0960,9852,
894.1960,9836,
894.2960,9169,
894.3960,9839,
894.4960,9713,
894.5960,9808,
894.6960,9752,
894.7960,9854,
894.8960,9174,
894.9960,9869,
895.0960,9860,
895.1960,9837,
895.2960,9877,
895.3960,9821,
895.4960,8474,
895.5960,9838,
895.6960,9856,
895.7960,9837,
895.8960,9853,
895.9960,9627,
896.0960,9838,
896.1960,9822,
896.2960,9801,
896.3960,9847,
896.4960,9832,
896.5960,7669,
896.6960,9831,
896.7960,9644,
896.8960,9757,
896.9960,9838,
897.0960,9705,
897.1960,9812,
897.2960,9723,
897.3960,9817,
897.4960,9776,
897.5960,9831,
897.6960,9540,
897.7960,9816,
897.8960,9848,
897.9960,9835,
898.0960,9801,
898.1960,9863,
898.2960,9875,
898.3960,9724,
898.4960,8924,
898.5960,9871,
898.6960,9755,
898.7650,7320,O2 y
898.8650,9830,
898.9650,9813,
899.0650,9386,
899.1650,4754,
899.2650,9820,
899.3650,9834,
899.4650,9559,
899.5650,9854,
899.6650,9821,
899.7650,9864,
899.8650,9825,
899.9650,6049,
900.0000,9387,
900.1000,9767,
900.2000,9836,
900.3000,9843,
900.4000,9189,
900.5000,9767,
900.6000,9785,
900.7000,9498,
900.8000,9456,
900.9000,8972,
901.0000,9266,
901.1000,9609,
901.2000,6704,
901.3000,9406,
901.4000,7826,
901.5000,9234,
901.6000,9092,
901.7000,6090,
901.8000,9391,
901.9000,9623,
902.0000,9697,
902.1000,9730,
902.2000,8441,
902.3000,9693,
902.4000,9825,
902.5000,9790,
902.6000,7644,
902.7000,9814,
902.8000,9863,
902.9000,9835,
903.0000,9873,
903.1000,9830,
903.2000,9815,
903.3000,9860,
903.4000,9849,
903.5000,9813,
903.6000,9577,
903.7000,9826,
903.8000,9830,
903.9000,9824,
904.0000,9481,
904.1000,9792,
904.2000,9815,
904.3000,9706,
904.4000,9820,
904.5000,9830,
904.6000,9844,
904.7000,9862,
904.8000,9811,
904.9000,9844,
905.0000,9810,
905.1000,9642,
905.2000,9838,
905.3000,7629,
905.4000,9805,
905.5000,9841,
905.6000,9840,
905.7000,9808,
905.8000,9662,
905.9000,9832,
906.0000,9759,
906.1000,9583,
906.2000,9417,
906.3000,9655,
906.4000,8547,
906.5000,9836,
906.6000,9799,
906.7000,9792,
906.8000,9749,
906.9000,7777,
907.0000,9760,
907.1000,9770,
907.2000,5785,
907.3000,9745,
907.4000,9629,
907.5000,9745,
907.6000,9799,
907.7000,9864,
907.8000,9463,
907.9000,8597,
908.0000,9287,
908.1000,9562,
908.2000,9820,
908.3000,9843,
908.4000,9825,
908.5000,9837,
908.6000,9749,
